id,female,region,academic_qual,dob,age,numchild
6386,0,north west,None,1949,42,0
6387,1,north west,None,1948,43,0
6388,1,north west,GCSE/CSE/OLevel,1975,16,0
6389,0,north west,None,1927,64,0
6390,1,north west,None,1929,61,0
6391,0,north west,None,1926,65,0
6392,1,north west,None,1948,43,0
6393,0,north west,GCSE/CSE/OLevel,1969,22,0
6394,0,north west,ALevel,1961,30,0
6395,0,north west,ALevel,1954,37,0
6396,0,north west,ALevel,1961,30,0
6397,1,north west,None,1903,88,0
6398,0,north west,None,1957,34,2
6399,0,north west,None,1937,54,0
6400,1,north west,None,1938,53,0
6401,1,north west,GCSE/CSE/OLevel,1929,62,0
6402,1,north west,None,1937,54,0
6403,0,north west,None,1957,34,1
6404,1,north west,None,1962,29,1
6405,1,north west,ALevel,1946,45,0
6406,0,north west,GCSE/CSE/OLevel,1974,16,0
6407,1,north west,None,1955,36,2
6408,1,north west,None,1935,56,0
6409,1,north west,None,1930,61,0
6410,1,north west,None,1932,59,0
6411,1,north west,None,1908,83,0
6412,0,north west,None,1925,66,0
6413,0,north west,None,1929,62,0
6414,1,north west,None,1922,69,0
6415,0,north west,Degree +,1959,31,0
6416,0,north west,None,1930,61,0
6417,0,north west,ALevel,1956,35,2
6418,1,north west,GCSE/CSE/OLevel,1957,34,2
6419,1,north west,GCSE/CSE/OLevel,1960,31,0
6420,0,north west,None,1958,33,0
6421,1,north west,ALevel,1960,31,0
6422,0,north west,GCSE/CSE/OLevel,1964,26,0
6423,0,north west,Degree +,1968,23,0
6424,1,north west,Degree +,1966,25,0
6425,1,north west,Degree +,1968,23,0
6426,0,north west,None,1928,63,0
6427,0,north west,NA,1937,54,0
6428,0,north west,GCSE/CSE/OLevel,1957,34,3
6429,1,north west,GCSE/CSE/OLevel,1958,33,3
6430,1,north west,None,1914,77,0
6431,0,north west,None,1929,62,0
6432,1,north west,None,1929,62,0
6433,0,north west,None,1931,60,0
6434,1,north west,None,1939,52,0
6435,0,north west,None,1947,44,0
6436,1,north west,GCSE/CSE/OLevel,1946,45,0
6437,1,north west,None,1966,25,3
6438,0,north west,None,1965,26,3
6439,0,north west,None,1939,51,1
6440,1,north west,None,1941,50,1
6441,0,north west,GCSE/CSE/OLevel,1959,32,2
6442,1,north west,GCSE/CSE/OLevel,1955,36,2
6443,0,north west,ALevel,1906,84,0
6444,0,north west,ALevel,1945,45,0
6445,1,north west,None,1942,49,0
6446,0,north west,ALevel,1973,18,0
6447,1,north west,GCSE/CSE/OLevel,1947,44,2
6448,1,north west,Degree +,1952,39,0
6449,0,north west,Degree +,1947,44,0
6450,0,north west,None,1918,73,0
6451,1,north west,None,1919,71,0
6452,0,north west,ALevel,1955,36,0
6453,1,north west,None,1916,75,0
6454,0,north west,Degree +,1964,27,0
6455,1,north west,ALevel,1966,25,0
6456,0,north west,ALevel,1967,24,2
6457,1,north west,GCSE/CSE/OLevel,1966,25,2
6458,1,north west,None,1905,86,0
6459,0,north west,None,1949,42,0
6460,0,north west,Degree +,1958,32,2
6461,1,north west,ALevel,1964,27,2
6462,0,north west,Degree +,1961,31,0
6463,1,north west,Degree +,1964,27,0
6464,0,north west,None,1930,61,0
6465,1,north west,None,1932,59,0
6466,0,north west,GCSE/CSE/OLevel,1946,44,1
6467,1,north west,None,1947,44,1
6468,0,north west,GCSE/CSE/OLevel,1940,51,0
6469,1,north west,None,1939,52,0
6470,1,north west,GCSE/CSE/OLevel,1967,24,0
6471,1,north west,None,1912,79,0
6472,0,north west,GCSE/CSE/OLevel,1956,35,2
6473,1,north west,GCSE/CSE/OLevel,1957,34,2
6474,1,north west,GCSE/CSE/OLevel,1950,41,2
6475,1,north west,GCSE/CSE/OLevel,1938,52,0
6476,1,north west,GCSE/CSE/OLevel,1961,30,4
6477,0,north west,GCSE/CSE/OLevel,1958,33,4
6478,0,north west,None,1922,69,0
6479,1,north west,None,1925,66,0
6480,1,north west,None,1917,74,0
6481,0,north west,None,1937,54,0
6482,1,north west,None,1935,56,0
6483,1,north west,GCSE/CSE/OLevel,1950,40,0
6484,0,north west,None,1929,62,0
6485,1,north west,ALevel,1967,24,0
6486,0,north west,GCSE/CSE/OLevel,1961,30,0
6487,0,north west,None,1916,75,0
6488,1,north west,GCSE/CSE/OLevel,1963,28,0
6489,1,north west,GCSE/CSE/OLevel,1949,42,2
6490,0,north west,None,1946,45,2
6491,0,north west,None,1975,16,2
6492,1,north west,None,1931,59,0
6493,1,north west,GCSE/CSE/OLevel,1958,32,2
6494,0,north west,GCSE/CSE/OLevel,1967,24,0
6495,1,north west,None,1934,57,0
6496,0,north west,None,1932,59,0
6497,0,north west,GCSE/CSE/OLevel,1959,32,0
6498,0,north west,GCSE/CSE/OLevel,1965,26,0
6499,0,north west,None,1921,70,0
6500,1,north west,None,1924,67,0
6501,0,north west,None,1962,29,0
6502,1,north west,GCSE/CSE/OLevel,1959,32,0
6503,1,north west,GCSE/CSE/OLevel,1971,20,1
6504,1,north west,None,1926,65,0
6505,0,north west,None,1960,31,1
6506,1,north west,None,1959,31,1
6507,1,north west,None,1953,38,1
6508,0,north west,GCSE/CSE/OLevel,1960,31,1
6509,1,north west,None,1912,79,0
6510,0,north west,None,1947,44,0
6511,1,north west,None,1922,69,0
6512,1,north west,Degree +,1955,36,0
6513,1,north west,GCSE/CSE/OLevel,1965,25,2
6514,1,north west,None,1931,60,0
6515,0,north west,None,1929,62,0
6516,1,north west,None,1922,69,0
6517,0,north west,None,1922,68,0
6518,0,north west,GCSE/CSE/OLevel,1914,76,0
6519,0,north west,None,1936,55,1
6520,1,north west,None,1937,54,1
6521,1,north west,GCSE/CSE/OLevel,1970,21,1
6522,1,north west,Degree +,1961,30,0
6523,0,north west,Degree +,1957,34,0
6524,1,north west,GCSE/CSE/OLevel,1957,34,2
6525,0,north west,GCSE/CSE/OLevel,1954,37,2
6526,1,north west,GCSE/CSE/OLevel,1963,27,1
6527,1,north west,None,1937,54,0
6528,0,north west,GCSE/CSE/OLevel,1945,46,1
6529,1,north west,None,1946,44,1
6530,0,north west,None,1972,19,1
6531,0,north west,GCSE/CSE/OLevel,1974,17,1
6532,0,north west,Degree +,1954,36,0
6533,0,north west,Degree +,1921,70,0
6534,0,north west,None,1920,70,0
6535,1,north west,None,1905,86,0
6536,1,north west,GCSE/CSE/OLevel,1948,43,0
6537,1,north west,NA,1910,80,0
6538,0,north west,GCSE/CSE/OLevel,1913,78,0
6539,1,north west,None,1922,68,0
6540,1,north west,GCSE/CSE/OLevel,1923,68,0
6541,0,north west,None,1920,71,0
6542,0,north west,None,1969,22,0
6543,0,north west,None,1911,80,0
6544,1,north west,NA,1919,72,0
6545,0,north west,GCSE/CSE/OLevel,1965,26,2
6546,1,north west,GCSE/CSE/OLevel,1966,24,2
6547,0,north west,ALevel,1923,68,0
6548,1,north west,GCSE/CSE/OLevel,1924,67,0
6549,0,north west,None,1967,24,1
6550,1,north west,GCSE/CSE/OLevel,1968,23,1
6551,1,north west,ALevel,1969,22,0
6552,0,north west,GCSE/CSE/OLevel,1964,27,0
6553,1,north west,Degree +,1948,43,0
6554,0,north west,None,1943,48,0
6555,1,north west,None,1945,46,0
6556,1,north west,GCSE/CSE/OLevel,1933,57,0
6557,0,north west,None,1931,60,0
6558,1,north west,GCSE/CSE/OLevel,1969,22,0
6559,0,north west,ALevel,1959,32,2
6560,1,north west,None,1961,30,2
6561,1,north west,None,1907,84,0
6562,0,north west,None,1929,62,0
6563,1,north west,GCSE/CSE/OLevel,1930,61,0
6564,1,north west,Degree +,1954,37,2
6565,0,north west,Degree +,1952,39,2
6566,0,north west,None,1919,71,0
6567,0,north west,None,1912,79,0
6568,1,north west,None,1921,70,0
6569,0,north west,None,1916,74,0
6570,1,north west,None,1929,62,0
6571,0,north west,None,1921,70,0
6572,1,north west,NA,1926,65,0
6573,0,north west,None,1946,45,1
6574,1,north west,GCSE/CSE/OLevel,1970,20,1
6575,0,north west,GCSE/CSE/OLevel,1960,31,1
6576,1,north west,None,1959,32,1
6577,0,north west,None,1922,69,0
6578,1,north west,NA,1919,72,0
6579,1,north west,None,1961,30,0
6580,0,north west,GCSE/CSE/OLevel,1953,38,0
6581,1,north west,GCSE/CSE/OLevel,1962,29,0
6582,0,north west,None,1940,51,2
6583,1,north west,None,1944,47,2
6584,1,north west,None,1969,21,2
6585,0,north west,None,1970,21,2
6586,1,north west,GCSE/CSE/OLevel,1960,31,5
6587,0,north west,Degree +,1959,32,1
6588,1,north west,GCSE/CSE/OLevel,1964,27,1
6589,0,north west,None,1928,63,0
6590,0,north west,None,1942,49,0
6591,0,north west,NA,1971,20,0
6592,1,north west,ALevel,1973,18,0
6593,1,north west,GCSE/CSE/OLevel,1974,16,0
6594,0,north west,None,1954,37,3
6595,1,north west,None,1960,31,3
6596,1,north west,Degree +,1947,44,1
6597,0,north west,ALevel,1957,34,2
6598,1,north west,ALevel,1957,34,2
6599,1,north west,None,1950,41,2
6600,0,north west,NA,1950,41,2
6601,1,north west,None,1947,43,1
6602,0,north west,None,1945,46,1
6603,0,north west,ALevel,1973,18,1
6604,1,north west,GCSE/CSE/OLevel,1957,34,3
6605,0,north west,None,1957,34,3
6606,0,north west,GCSE/CSE/OLevel,1969,21,0
6607,1,north west,GCSE/CSE/OLevel,1974,17,0
6608,0,north west,NA,1946,45,2
6609,1,north west,None,1950,41,2
6610,0,north west,NA,1919,71,2
6611,0,north west,GCSE/CSE/OLevel,1945,46,0
6612,1,north west,GCSE/CSE/OLevel,1945,46,0
6613,0,north west,None,1975,16,0
6614,0,north west,NA,1922,69,0
6615,0,north west,None,1956,35,2
6616,1,north west,None,1960,31,2
6617,0,north west,GCSE/CSE/OLevel,1938,53,0
6618,1,north west,None,1944,47,0
6619,1,north west,GCSE/CSE/OLevel,1973,18,0
6620,0,north west,None,1937,54,0
6621,1,north west,None,1942,49,0
6622,0,north west,NA,1970,20,0
6623,1,north west,None,1934,57,0
6624,0,north west,ALevel,1968,23,0
6625,0,north west,None,1939,51,0
6626,1,north west,None,1942,49,0
6627,0,north west,None,1965,26,0
6628,0,north west,ALevel,1946,45,0
6629,1,north west,GCSE/CSE/OLevel,1950,41,0
6630,1,north west,ALevel,1973,18,0
6631,0,north west,None,1920,71,0
6632,1,north west,GCSE/CSE/OLevel,1961,30,2
6633,0,north west,None,1958,33,2
6634,0,north west,None,1948,43,1
6635,1,north west,None,1950,41,1
6636,1,north west,GCSE/CSE/OLevel,1972,19,1
6637,0,north west,GCSE/CSE/OLevel,1970,21,1
6638,0,north west,Degree +,1954,36,0
6639,0,north west,GCSE/CSE/OLevel,1937,53,0
6640,1,north west,None,1942,49,0
6641,0,north west,GCSE/CSE/OLevel,1974,17,0
6642,0,north west,None,1946,45,1
6643,1,north west,None,1948,43,1
6644,1,north west,None,1929,62,0
6645,1,north west,None,1930,61,0
6646,0,north west,ALevel,1963,28,0
6647,0,north west,None,1921,70,0
6648,1,north west,None,1926,65,0
6649,0,north west,None,1956,35,3
6650,1,north west,GCSE/CSE/OLevel,1959,32,3
6651,0,north west,None,1911,80,0
6652,1,north west,NA,1916,75,0
6653,0,north west,GCSE/CSE/OLevel,1937,54,0
6654,1,north west,None,1941,50,0
6655,0,north west,NA,1966,25,0
6656,1,north west,ALevel,1969,22,0
6657,1,north west,None,1911,80,0
6658,1,north west,GCSE/CSE/OLevel,1965,26,0
6659,0,north west,None,1967,24,0
6660,0,north west,GCSE/CSE/OLevel,1958,32,2
6661,1,north west,GCSE/CSE/OLevel,1959,32,2
6662,1,north west,None,1942,49,1
6663,0,north west,None,1974,17,0
6664,0,north west,GCSE/CSE/OLevel,1962,29,0
6665,1,north west,GCSE/CSE/OLevel,1961,30,3
6666,0,north west,None,1916,75,0
6667,1,north west,None,1914,77,0
6668,1,north west,None,1932,58,0
6669,0,north west,ALevel,1957,34,0
6670,1,north west,Degree +,1920,71,0
6671,0,north west,None,1957,34,2
6672,1,north west,GCSE/CSE/OLevel,1962,29,2
6673,1,north west,ALevel,1950,40,4
6674,0,north west,None,1901,90,0
6675,0,north west,None,1957,34,0
6676,1,north west,GCSE/CSE/OLevel,1959,32,0
6677,1,north west,None,1926,65,0
6678,0,north west,GCSE/CSE/OLevel,1960,31,0
6679,1,north west,None,1951,40,0
6680,0,north west,None,1947,44,0
6681,0,north west,ALevel,1968,23,0
6682,0,north west,GCSE/CSE/OLevel,1971,20,0
6683,1,north west,Degree +,1933,58,0
6684,0,north west,GCSE/CSE/OLevel,1939,52,1
6685,1,north west,Degree +,1944,47,1
6686,1,north west,ALevel,1973,18,1
6687,0,north west,ALevel,1923,68,0
6688,1,north west,None,1930,61,0
6689,0,north west,None,1911,80,0
6690,0,north west,None,1918,73,0
6691,0,north west,NA,1930,61,0
6692,1,north west,None,1910,81,0
6693,0,north west,None,1921,70,0
6694,1,north west,None,1928,63,0
6695,1,north west,None,1902,89,0
6696,0,north west,ALevel,1929,62,0
6697,1,north west,None,1935,55,0
6698,0,north west,None,1942,49,0
6699,1,north west,GCSE/CSE/OLevel,1945,46,0
6700,1,north west,GCSE/CSE/OLevel,1968,23,0
6701,1,north west,GCSE/CSE/OLevel,1969,22,0
6702,0,north west,GCSE/CSE/OLevel,1948,43,0
6703,0,north west,None,1937,54,1
6704,1,north west,None,1944,47,1
6705,0,north west,GCSE/CSE/OLevel,1973,18,1
6706,1,north west,None,1975,16,1
6707,1,north west,GCSE/CSE/OLevel,1932,59,0
6708,0,north west,Degree +,1937,54,0
6709,1,north west,ALevel,1945,46,0
6710,0,north west,Degree +,1955,36,1
6711,1,north west,GCSE/CSE/OLevel,1957,34,1
6712,0,north west,GCSE/CSE/OLevel,1938,53,0
6713,1,north west,GCSE/CSE/OLevel,1941,50,0
6714,0,north west,ALevel,1945,46,2
6715,1,north west,Degree +,1947,44,2
6716,0,north west,Degree +,1935,56,1
6717,1,north west,GCSE/CSE/OLevel,1950,41,1
6718,0,north west,GCSE/CSE/OLevel,1974,17,1
6719,0,north west,GCSE/CSE/OLevel,1954,37,2
6720,1,north west,ALevel,1960,31,2
6721,1,north west,Degree +,1913,78,0
6722,1,north west,ALevel,1944,47,0
6723,0,north west,GCSE/CSE/OLevel,1952,38,0
6724,0,north west,None,1943,48,1
6725,1,north west,None,1944,46,1
6726,0,north west,Degree +,1969,22,1
6727,1,north west,None,1910,81,0
6728,1,north west,GCSE/CSE/OLevel,1928,63,0
6729,0,north west,Degree +,1952,38,1
6730,1,north west,GCSE/CSE/OLevel,1956,35,1
6731,0,north west,NA,1948,43,2
6732,1,north west,GCSE/CSE/OLevel,1964,27,2
6733,1,north west,None,1908,83,0
6734,1,north west,None,1907,83,0
6735,1,north west,GCSE/CSE/OLevel,1946,45,1
6736,0,north west,None,1948,43,1
6737,0,north west,None,1923,68,0
6738,1,north west,None,1927,64,0
6739,1,north west,None,1913,78,0
6740,0,north west,GCSE/CSE/OLevel,1915,76,0
6741,1,north west,None,1918,73,0
6742,1,north west,None,1911,79,0
6743,0,north west,GCSE/CSE/OLevel,1913,78,0
6744,1,north west,None,1920,71,0
6745,0,north west,None,1921,70,0
6746,1,north west,None,1944,47,0
6747,0,north west,GCSE/CSE/OLevel,1945,45,0
6748,1,north west,ALevel,1973,18,0
6749,1,north west,None,1914,77,0
6750,1,north west,None,1910,81,0
6751,0,north west,GCSE/CSE/OLevel,1941,49,0
6752,1,north west,GCSE/CSE/OLevel,1946,45,0
6753,0,north west,None,1920,71,0
6754,1,north west,None,1916,75,0
6755,0,north west,Degree +,1949,42,0
6756,0,north west,GCSE/CSE/OLevel,1946,45,0
6757,1,north west,GCSE/CSE/OLevel,1952,39,3
6758,1,north west,GCSE/CSE/OLevel,1931,60,0
6759,0,north west,Degree +,1931,60,0
6760,0,north west,GCSE/CSE/OLevel,1940,51,0
6761,1,north west,None,1941,49,0
6762,1,north west,Degree +,1940,51,0
6763,0,north west,GCSE/CSE/OLevel,1970,21,0
6764,1,north west,ALevel,1963,28,0
6765,1,north west,None,1919,72,0
6766,0,north west,None,1920,71,0
6767,1,north west,GCSE/CSE/OLevel,1960,31,2
6768,0,north west,GCSE/CSE/OLevel,1946,44,2
6769,0,north west,None,1940,51,0
6770,1,north west,None,1944,46,0
6771,0,north west,NA,1971,20,0
6772,0,north west,GCSE/CSE/OLevel,1915,76,0
6773,1,north west,None,1922,69,0
6774,0,north west,GCSE/CSE/OLevel,1964,27,0
6775,1,north west,GCSE/CSE/OLevel,1963,28,0
6776,1,north west,None,1913,78,0
6777,0,north west,GCSE/CSE/OLevel,1941,50,0
6778,1,north west,ALevel,1939,52,0
6779,1,north west,GCSE/CSE/OLevel,1973,18,0
6780,0,north west,GCSE/CSE/OLevel,1906,85,0
6781,1,north west,None,1909,82,0
6782,1,north west,Degree +,1913,78,0
6783,0,north west,None,1942,49,1
6784,1,north west,ALevel,1949,42,1
6785,0,north west,GCSE/CSE/OLevel,1974,17,1
6786,0,north west,Degree +,1925,65,0
6787,1,north west,None,1929,62,0
6788,0,north west,GCSE/CSE/OLevel,1929,62,0
6789,1,north west,ALevel,1929,62,0
6790,1,north west,NA,1957,34,0
6791,1,north west,None,1927,64,0
6792,0,north west,Degree +,1955,36,0
6793,0,north west,ALevel,1950,41,0
6794,0,north west,GCSE/CSE/OLevel,1969,22,0
6795,1,north west,Degree +,1945,46,1
6796,0,north west,Degree +,1946,45,1
6797,1,north west,GCSE/CSE/OLevel,1974,17,1
6798,0,north west,GCSE/CSE/OLevel,1929,62,0
6799,1,north west,GCSE/CSE/OLevel,1934,57,0
6800,0,north west,None,1902,89,0
6801,1,north west,GCSE/CSE/OLevel,1931,59,0
6802,0,north west,GCSE/CSE/OLevel,1932,59,0
6803,1,north west,ALevel,1966,25,0
6804,1,north west,None,1931,60,0
6805,0,north west,ALevel,1936,55,0
6806,0,north west,Degree +,1960,31,0
6807,0,north west,None,1934,57,0
6808,1,north west,NA,1936,55,0
6809,1,north west,None,1950,41,0
6810,1,north west,ALevel,1961,29,0
6811,1,north west,Degree +,1965,26,0
6812,0,north west,None,1938,53,1
6813,1,north west,GCSE/CSE/OLevel,1946,44,1
6814,0,north west,Degree +,1969,22,1
6815,0,north west,Degree +,1959,32,0
6816,0,north west,GCSE/CSE/OLevel,1955,36,0
6817,1,north west,GCSE/CSE/OLevel,1960,30,0
6818,0,north west,GCSE/CSE/OLevel,1930,61,0
6819,1,north west,Degree +,1929,62,0
6820,1,north west,None,1929,62,0
6821,0,north west,Degree +,1941,50,0
6822,1,north west,Degree +,1942,49,0
6823,0,north west,ALevel,1970,21,0
6824,0,north west,Degree +,1953,38,2
6825,1,north west,GCSE/CSE/OLevel,1954,37,2
6826,0,north west,NA,1961,30,1
6827,1,north west,GCSE/CSE/OLevel,1964,27,1
6828,1,north west,None,1913,78,0
6829,0,north west,None,1917,74,0
6830,0,north west,None,1951,40,0
6831,0,north west,None,1949,42,2
6832,0,north west,ALevel,1970,21,2
6833,0,north west,None,1910,81,0
6834,0,north west,ALevel,1947,44,0
6835,1,north west,None,1956,35,0
6836,0,north west,ALevel,1975,16,0
6837,1,north west,GCSE/CSE/OLevel,1967,23,1
6838,0,north west,GCSE/CSE/OLevel,1955,35,0
6839,0,north west,Degree +,1954,37,2
6840,1,north west,GCSE/CSE/OLevel,1954,37,2
6841,1,north west,None,1916,75,0
6842,0,north west,ALevel,1965,25,2
6843,1,north west,GCSE/CSE/OLevel,1965,26,2
6844,1,north west,None,1916,75,0
6845,1,north west,None,1913,78,0
6846,0,north west,GCSE/CSE/OLevel,1943,48,2
6847,1,north west,GCSE/CSE/OLevel,1956,35,2
6848,1,north west,None,1931,60,0
6849,1,north west,None,1930,61,0
6850,0,north west,GCSE/CSE/OLevel,1963,28,0
6851,0,north west,None,1929,61,0
6852,1,north west,None,1931,59,0
6853,1,north west,None,1925,66,0
6854,0,north west,None,1910,81,0
6855,0,north west,GCSE/CSE/OLevel,1963,28,0
6856,1,north west,GCSE/CSE/OLevel,1962,29,0
6857,0,north west,ALevel,1946,45,1
6858,1,north west,GCSE/CSE/OLevel,1955,36,1
6859,0,north west,GCSE/CSE/OLevel,1953,38,3
6860,1,north west,GCSE/CSE/OLevel,1954,37,3
6861,1,north west,None,1933,58,1
6862,1,north west,GCSE/CSE/OLevel,1965,26,1
6863,1,north west,None,1919,72,0
6864,1,north west,ALevel,1915,76,0
6865,0,north west,GCSE/CSE/OLevel,1911,80,0
6866,0,north west,None,1930,61,0
6867,1,north west,GCSE/CSE/OLevel,1934,57,0
6868,1,north west,ALevel,1969,22,0
6869,0,north west,Degree +,1916,75,0
6870,1,north west,None,1915,76,0
6871,1,north west,None,1923,68,0
6872,0,north west,Degree +,1951,40,2
6873,1,north west,Degree +,1952,39,2
6874,1,north west,Degree +,1949,42,0
6875,0,north west,ALevel,1940,51,0
6876,1,north west,GCSE/CSE/OLevel,1940,51,0
6877,1,north west,GCSE/CSE/OLevel,1972,19,0
6878,0,north west,None,1918,73,0
6879,1,north west,None,1923,68,0
6880,0,north west,ALevel,1936,55,1
6881,1,north west,None,1946,45,1
6882,0,north west,Degree +,1962,29,0
6883,1,north west,Degree +,1962,29,0
6884,0,north west,None,1912,79,0
6885,1,north west,None,1926,65,0
6886,0,north west,None,1912,79,0
6887,0,north west,None,1923,68,0
6888,1,north west,None,1923,68,0
6889,0,north west,Degree +,1963,28,0
6890,1,north west,GCSE/CSE/OLevel,1968,23,0
6891,0,north west,GCSE/CSE/OLevel,1947,44,0
6892,1,north west,None,1947,44,0
6893,1,north west,GCSE/CSE/OLevel,1946,45,1
6894,1,north west,GCSE/CSE/OLevel,1974,17,1
6895,0,north west,ALevel,1950,41,0
6896,1,north west,ALevel,1952,39,0
6897,0,north west,GCSE/CSE/OLevel,1974,17,0
6898,0,north west,Degree +,1944,47,1
6899,1,north west,GCSE/CSE/OLevel,1953,38,1
6900,0,north west,ALevel,1943,48,0
6901,1,north west,ALevel,1946,45,0
6902,1,north west,GCSE/CSE/OLevel,1965,26,3
6903,0,north west,ALevel,1966,25,3
6904,1,north west,None,1933,58,0
6905,0,north west,None,1916,74,0
6906,1,north west,None,1920,71,0
6907,1,north west,GCSE/CSE/OLevel,1953,39,3
6908,0,north west,GCSE/CSE/OLevel,1953,38,3
6909,0,north west,ALevel,1956,35,2
6910,1,north west,GCSE/CSE/OLevel,1957,34,2
6911,1,north west,GCSE/CSE/OLevel,1953,38,3
6912,1,north west,ALevel,1961,30,2
6913,0,north west,ALevel,1962,29,2
6914,0,north west,Degree +,1922,69,0
6915,1,north west,Degree +,1940,51,0
6916,1,north west,None,1940,51,0
6917,0,north west,None,1941,50,0
6918,0,north west,GCSE/CSE/OLevel,1965,26,0
