id,female,region,academic_qual,dob,age,numchild
2173,1,south east,None,1903,88,0
2174,0,south east,ALevel,1958,33,0
2175,1,south east,ALevel,1961,30,0
2176,1,south east,GCSE/CSE/OLevel,1906,85,0
2177,0,south east,GCSE/CSE/OLevel,1971,20,0
2178,1,south east,None,1936,55,0
2179,1,south east,None,1937,54,0
2180,0,south east,Degree +,1912,79,0
2181,1,south east,Degree +,1916,75,0
2182,0,south east,GCSE/CSE/OLevel,1917,74,0
2183,1,south east,GCSE/CSE/OLevel,1922,69,0
2184,0,south east,GCSE/CSE/OLevel,1961,30,3
2185,1,south east,GCSE/CSE/OLevel,1963,28,3
2186,0,south east,Degree +,1957,34,0
2187,1,south east,Degree +,1959,32,0
2188,1,south east,None,1912,79,0
2189,0,south east,ALevel,1964,27,0
2190,0,south east,GCSE/CSE/OLevel,1972,19,0
2191,1,south east,None,1923,68,0
2192,1,south east,None,1930,61,0
2193,0,south east,ALevel,1931,60,0
2194,0,south east,ALevel,1928,63,0
2195,1,south east,None,1937,54,0
2196,0,south east,GCSE/CSE/OLevel,1938,53,0
2197,0,east of england,NA,1927,64,0
2198,1,east of england,GCSE/CSE/OLevel,1945,46,0
2199,1,east of england,None,1919,72,0
2200,1,east of england,GCSE/CSE/OLevel,1969,22,1
2201,1,east of england,None,1902,89,0
2202,0,east of england,None,1922,69,0
2203,1,east of england,None,1922,69,0
2204,1,east of england,ALevel,1952,39,0
2205,1,east of england,ALevel,1923,68,0
2206,0,east of england,Degree +,1964,27,0
2207,1,east of england,ALevel,1971,20,0
2208,0,east of england,None,1913,78,0
2209,1,east of england,None,1910,81,0
2210,1,east of england,None,1935,56,0
2211,0,east of england,ALevel,1936,55,0
2212,0,east of england,Degree +,1967,24,1
2213,1,east of england,GCSE/CSE/OLevel,1969,22,1
2214,1,east of england,None,1938,53,0
2215,0,east of england,None,1938,53,0
2216,0,east of england,None,1922,69,0
2217,0,east of england,Degree +,1947,44,2
2218,1,east of england,Degree +,1953,38,2
2219,1,east of england,GCSE/CSE/OLevel,1947,44,1
2220,0,east of england,Degree +,1947,44,1
2221,1,east of england,GCSE/CSE/OLevel,1928,63,0
2222,1,east of england,None,1922,69,0
2223,0,east of england,None,1924,67,0
2224,0,east of england,None,1929,62,0
2225,0,south east,ALevel,1952,39,0
2226,1,south east,GCSE/CSE/OLevel,1964,27,0
2227,0,south east,None,1937,54,0
2228,1,south east,GCSE/CSE/OLevel,1937,54,0
2229,1,south east,GCSE/CSE/OLevel,1949,42,1
2230,1,south east,GCSE/CSE/OLevel,1974,17,1
2231,0,south east,None,1932,59,0
2232,1,south east,None,1933,58,0
2233,1,south east,None,1932,59,0
2234,0,south east,ALevel,1947,44,0
2235,1,south east,None,1948,43,0
2236,1,south east,GCSE/CSE/OLevel,1969,22,0
2237,0,south east,None,1917,74,0
2238,1,south east,None,1918,73,0
2239,0,south east,None,1944,47,3
2240,1,south east,Degree +,1948,43,3
2241,0,south east,None,1959,32,0
2242,1,south east,GCSE/CSE/OLevel,1967,24,0
2243,1,south east,GCSE/CSE/OLevel,1969,22,0
2244,0,south east,Degree +,1964,27,0
2245,0,south east,ALevel,1952,39,1
2246,1,south east,GCSE/CSE/OLevel,1952,39,1
2247,1,south east,GCSE/CSE/OLevel,1975,16,1
2248,0,south east,ALevel,1947,44,2
2249,1,south east,None,1948,43,2
2250,0,south east,Degree +,1926,65,0
2251,1,south east,Degree +,1934,57,0
2252,0,east of england,Degree +,1954,37,2
2253,1,east of england,ALevel,1956,35,2
2254,1,east of england,GCSE/CSE/OLevel,1961,30,2
2255,0,east of england,GCSE/CSE/OLevel,1953,38,0
2256,1,east of england,GCSE/CSE/OLevel,1961,30,0
2257,1,east of england,GCSE/CSE/OLevel,1943,48,0
2258,1,east of england,GCSE/CSE/OLevel,1968,23,0
2259,1,east of england,None,1917,74,0
2260,0,east of england,GCSE/CSE/OLevel,1974,17,2
2261,0,east of england,ALevel,1927,64,0
2262,1,east of england,GCSE/CSE/OLevel,1924,67,0
2263,0,east of england,None,1907,84,0
2264,0,east of england,None,1937,54,0
2265,1,east of england,None,1940,51,0
2266,0,east of england,None,1907,84,0
2267,1,east of england,None,1907,83,0
2268,1,east of england,None,1913,78,0
2269,0,east of england,None,1942,49,2
2270,1,east of england,GCSE/CSE/OLevel,1944,47,2
2271,1,east of england,None,1905,86,0
2272,1,east of england,GCSE/CSE/OLevel,1961,30,0
2273,0,east of england,Degree +,1966,25,0
2274,1,east of england,None,1920,71,1
2275,0,east of england,ALevel,1951,40,1
2276,0,east of england,Degree +,1941,50,0
2277,1,east of england,None,1944,47,0
2278,0,east of england,Degree +,1969,22,0
2279,1,east of england,ALevel,1970,21,0
2280,1,east of england,GCSE/CSE/OLevel,1975,16,0
2281,0,east of england,Degree +,1940,51,0
2282,1,east of england,Degree +,1942,49,0
2283,0,east of england,ALevel,1969,22,0
2284,0,east of england,GCSE/CSE/OLevel,1971,20,0
2285,0,east of england,Degree +,1930,61,0
2286,0,east of england,None,1953,38,0
2287,1,east of england,ALevel,1965,26,0
2288,0,east of england,ALevel,1955,36,2
2289,1,east of england,GCSE/CSE/OLevel,1958,33,2
2290,0,east of england,None,1922,69,0
2291,1,east of england,ALevel,1948,43,2
2292,0,east of england,ALevel,1950,41,2
2293,1,east of england,GCSE/CSE/OLevel,1961,30,1
2294,0,east of england,GCSE/CSE/OLevel,1961,30,1
2295,0,east of england,None,1945,46,2
2296,1,east of england,None,1946,45,2
2297,1,east of england,ALevel,1957,34,0
2298,0,east of england,ALevel,1960,31,0
2299,1,east of england,ALevel,1962,29,0
2300,1,east of england,ALevel,1962,29,0
2301,0,east of england,NA,1962,29,0
2302,0,east of england,Degree +,1956,35,0
2303,1,east of england,GCSE/CSE/OLevel,1956,34,0
2304,1,east of england,GCSE/CSE/OLevel,1968,23,0
2305,0,east of england,GCSE/CSE/OLevel,1971,20,0
2306,1,east of england,GCSE/CSE/OLevel,1971,20,0
2307,0,east of england,None,1926,65,0
2308,1,east of england,None,1935,56,0
2309,1,east of england,None,1940,51,0
2310,0,east of england,None,1942,49,0
2311,0,east of england,ALevel,1974,17,0
2312,0,east of england,ALevel,1963,28,1
2313,1,east of england,GCSE/CSE/OLevel,1963,28,1
2314,0,east of england,ALevel,1940,51,0
2315,1,east of england,None,1939,52,0
2316,0,east of england,GCSE/CSE/OLevel,1963,28,0
2317,1,east of england,GCSE/CSE/OLevel,1959,32,2
2318,1,east of england,GCSE/CSE/OLevel,1958,33,3
2319,0,east of england,GCSE/CSE/OLevel,1958,33,3
2320,1,east of england,None,1946,45,0
2321,0,east of england,None,1936,55,0
2322,1,east of england,ALevel,1972,19,0
2323,0,east of england,GCSE/CSE/OLevel,1975,16,0
2324,0,east of england,None,1948,43,0
2325,1,east of england,None,1952,39,0
2326,0,east of england,GCSE/CSE/OLevel,1973,18,0
2327,1,east of england,Degree +,1924,67,0
2328,0,east of england,Degree +,1930,61,0
2329,1,east of england,None,1940,51,0
2330,1,east of england,None,1951,40,0
2331,1,east of england,None,1922,68,0
2332,1,east of england,GCSE/CSE/OLevel,1955,36,4
2333,0,east of england,None,1952,39,2
2334,1,east of england,GCSE/CSE/OLevel,1954,37,2
2335,1,east of england,None,1952,39,2
2336,0,east of england,ALevel,1952,39,2
2337,1,east of england,None,1906,85,0
2338,1,east of england,NA,1942,49,0
2339,0,east of england,GCSE/CSE/OLevel,1952,39,1
2340,1,east of england,GCSE/CSE/OLevel,1957,34,1
2341,1,east of england,GCSE/CSE/OLevel,1933,57,0
2342,1,east of england,None,1918,73,0
2343,0,east of england,None,1954,37,0
2344,0,east of england,ALevel,1948,43,2
2345,1,east of england,GCSE/CSE/OLevel,1951,40,2
2346,0,east of england,ALevel,1938,52,0
2347,1,east of england,GCSE/CSE/OLevel,1943,48,0
2348,1,east of england,GCSE/CSE/OLevel,1946,45,2
2349,0,east of england,ALevel,1953,38,2
2350,0,south east,NA,1946,45,0
2351,1,south east,None,1948,43,0
2352,0,south east,None,1944,47,0
2353,1,south east,Degree +,1957,34,0
2354,1,south east,None,1948,43,0
2355,1,south east,None,1917,74,0
2356,1,south east,ALevel,1927,64,0
2357,0,south east,GCSE/CSE/OLevel,1952,39,2
2358,1,south east,Degree +,1954,37,2
2359,0,south east,GCSE/CSE/OLevel,1930,61,0
2360,1,south east,None,1932,59,0
2361,0,south east,ALevel,1955,36,0
2362,1,south east,None,1914,77,0
2363,0,south east,ALevel,1956,35,2
2364,1,south east,Degree +,1951,39,2
2365,1,south east,GCSE/CSE/OLevel,1950,41,0
2366,0,south east,None,1912,79,0
2367,1,south east,None,1913,78,0
2368,1,south east,Degree +,1913,78,0
2369,0,south east,Degree +,1925,66,0
2370,0,south east,None,1952,39,3
2371,1,south east,None,1955,36,3
2372,0,south east,ALevel,1962,29,2
2373,1,south east,GCSE/CSE/OLevel,1961,30,2
2374,1,south east,None,1912,79,0
2375,0,south east,GCSE/CSE/OLevel,1957,34,2
2376,1,south east,Degree +,1958,33,2
2377,0,south east,None,1912,79,0
2378,1,south east,NA,1913,78,0
2379,1,south east,Degree +,1954,37,4
2380,0,south east,ALevel,1952,38,4
2381,0,south east,Degree +,1920,71,0
2382,1,south east,Degree +,1924,67,0
2383,0,south east,Degree +,1936,55,3
2384,1,south east,NA,1947,44,3
2385,1,south east,Degree +,1907,84,0
2386,1,south east,None,1918,73,0
2387,0,south east,GCSE/CSE/OLevel,1951,39,2
2388,1,south east,GCSE/CSE/OLevel,1954,37,2
2389,1,south east,ALevel,1921,70,0
2390,0,south east,GCSE/CSE/OLevel,1934,56,0
2391,1,south east,ALevel,1948,43,0
2392,1,south east,GCSE/CSE/OLevel,1969,22,0
2393,0,south east,None,1912,79,0
2394,1,south east,None,1937,54,0
2395,0,south east,None,1938,53,0
2396,0,south east,ALevel,1955,36,2
2397,1,south east,ALevel,1952,38,2
2398,0,south east,None,1911,80,0
2399,1,south east,None,1912,79,0
2400,1,south east,GCSE/CSE/OLevel,1923,68,0
2401,0,south east,None,1947,44,1
2402,0,south east,None,1939,52,0
2403,1,south east,None,1951,40,0
2404,1,south east,None,1932,59,0
2405,1,south east,ALevel,1927,64,0
2406,1,south east,GCSE/CSE/OLevel,1922,69,0
2407,0,south east,None,1969,22,0
2408,1,south east,None,1963,28,0
2409,1,south east,GCSE/CSE/OLevel,1963,28,0
2410,0,south east,GCSE/CSE/OLevel,1964,27,0
2411,0,south east,GCSE/CSE/OLevel,1942,49,0
2412,0,south east,ALevel,1961,29,0
2413,1,south east,GCSE/CSE/OLevel,1967,24,0
2414,0,south east,None,1957,34,0
2415,1,south east,GCSE/CSE/OLevel,1959,32,0
2416,1,south east,None,1895,96,0
2417,0,south east,None,1956,35,4
2418,1,south east,GCSE/CSE/OLevel,1957,34,4
2419,1,south east,None,1975,16,4
2420,1,south east,GCSE/CSE/OLevel,1953,38,1
2421,0,south east,ALevel,1960,31,1
2422,0,south east,ALevel,1953,38,3
2423,1,south east,GCSE/CSE/OLevel,1962,29,3
2424,1,south east,GCSE/CSE/OLevel,1945,46,1
2425,0,south east,ALevel,1946,45,1
2426,0,south east,GCSE/CSE/OLevel,1973,18,1
2427,1,south east,None,1921,70,0
2428,1,south east,GCSE/CSE/OLevel,1927,63,0
2429,0,south east,Degree +,1942,49,1
2430,1,south east,None,1943,48,1
2431,1,south east,ALevel,1967,24,1
2432,0,south east,GCSE/CSE/OLevel,1973,18,1
2433,1,south east,GCSE/CSE/OLevel,1957,34,0
2434,1,south east,None,1920,71,0
2435,1,south east,GCSE/CSE/OLevel,1938,53,0
2436,1,south east,GCSE/CSE/OLevel,1969,22,0
2437,0,south east,ALevel,1958,33,2
2438,1,south east,GCSE/CSE/OLevel,1968,23,2
2439,0,south east,ALevel,1965,26,0
2440,0,south east,ALevel,1952,39,0
2441,0,south east,ALevel,1962,29,0
2442,0,south east,GCSE/CSE/OLevel,1965,26,1
2443,1,south east,GCSE/CSE/OLevel,1969,22,1
2444,1,south east,None,1902,89,0
2445,1,south east,None,1935,55,0
2446,0,south east,GCSE/CSE/OLevel,1944,47,0
2447,0,south east,Degree +,1962,29,0
2448,0,south east,GCSE/CSE/OLevel,1964,27,0
2449,1,south east,GCSE/CSE/OLevel,1963,28,1
2450,0,south east,GCSE/CSE/OLevel,1964,27,1
2451,0,south east,GCSE/CSE/OLevel,1948,43,1
2452,1,south east,None,1946,45,1
2453,1,south east,GCSE/CSE/OLevel,1974,17,1
2454,0,south east,Degree +,1916,75,0
2455,1,south east,GCSE/CSE/OLevel,1916,75,0
2456,1,south east,None,1917,74,0
2457,1,south east,GCSE/CSE/OLevel,1956,35,2
2458,0,south east,Degree +,1961,30,2
2459,0,south east,None,1925,66,2
2460,1,south east,GCSE/CSE/OLevel,1949,42,2
2461,0,south east,GCSE/CSE/OLevel,1950,41,0
2462,0,south east,None,1972,19,0
2463,1,south east,None,1928,62,0
2464,0,south east,None,1954,37,3
2465,1,south east,ALevel,1961,30,3
2466,1,south east,None,1898,93,0
2467,1,south east,None,1965,26,0
2468,0,south east,None,1957,34,2
2469,1,south east,GCSE/CSE/OLevel,1958,33,2
2470,1,south east,None,1937,54,0
2471,0,south east,GCSE/CSE/OLevel,1973,18,0
2472,0,south east,None,1960,31,1
2473,1,south east,GCSE/CSE/OLevel,1965,26,1
2474,0,south east,Degree +,1964,27,0
2475,1,south east,Degree +,1965,26,0
2476,1,south east,GCSE/CSE/OLevel,1934,57,0
2477,1,south east,GCSE/CSE/OLevel,1907,84,0
2478,0,south east,None,1965,26,3
2479,1,south east,GCSE/CSE/OLevel,1965,26,3
2480,0,south east,GCSE/CSE/OLevel,1943,48,2
2481,1,south east,GCSE/CSE/OLevel,1958,33,2
2482,0,south east,GCSE/CSE/OLevel,1956,34,1
2483,1,south east,None,1957,33,1
2484,1,south east,None,1919,72,0
2485,1,south east,None,1900,91,0
2486,0,south east,None,1908,83,0
2487,0,south east,Degree +,1927,64,0
2488,1,south east,None,1935,56,0
2489,0,south east,None,1935,56,0
2490,0,south east,GCSE/CSE/OLevel,1967,24,0
2491,1,south east,NA,1910,81,0
2492,1,south east,GCSE/CSE/OLevel,1929,61,0
2493,0,south east,GCSE/CSE/OLevel,1932,59,0
2494,0,south east,GCSE/CSE/OLevel,1968,23,0
2495,1,south east,GCSE/CSE/OLevel,1970,21,0
2496,0,south east,GCSE/CSE/OLevel,1967,24,1
2497,1,south east,ALevel,1962,29,1
2498,0,south east,ALevel,1962,29,1
2499,1,south east,GCSE/CSE/OLevel,1961,30,1
2500,0,south east,Degree +,1966,25,0
2501,1,south east,Degree +,1967,24,0
2502,1,south east,GCSE/CSE/OLevel,1962,29,3
2503,0,south east,GCSE/CSE/OLevel,1962,29,3
2504,0,south east,Degree +,1951,40,0
2505,0,south east,None,1922,69,0
2506,1,south east,None,1920,71,0
2507,0,south east,NA,1959,31,0
2508,0,south east,GCSE/CSE/OLevel,1925,66,0
2509,0,south east,None,1942,49,1
2510,1,south east,None,1944,47,1
2511,1,south east,GCSE/CSE/OLevel,1969,22,1
2512,0,south east,Degree +,1962,29,2
2513,1,south east,ALevel,1959,32,2
2514,1,south east,GCSE/CSE/OLevel,1961,30,0
2515,0,south east,ALevel,1967,24,0
2516,1,south east,None,1921,70,0
2517,0,south east,None,1961,30,0
2518,1,south east,GCSE/CSE/OLevel,1964,27,1
2519,0,south east,None,1965,25,1
2520,0,south east,None,1913,78,0
2521,1,south east,None,1923,67,0
2522,0,south east,None,1933,58,0
2523,0,south east,None,1903,88,0
2524,1,south east,None,1952,39,2
2525,0,south east,GCSE/CSE/OLevel,1974,16,2
2526,1,south east,Degree +,1921,70,0
2527,0,south east,None,1938,53,0
2528,1,south east,GCSE/CSE/OLevel,1939,52,0
2529,0,south east,GCSE/CSE/OLevel,1971,20,0
2530,0,south east,GCSE/CSE/OLevel,1973,18,0
2531,1,south east,None,1916,75,0
2532,0,south east,GCSE/CSE/OLevel,1926,65,0
2533,1,south east,None,1935,56,0
2534,1,south east,ALevel,1919,72,0
2535,1,south east,Degree +,1948,43,1
2536,0,south east,ALevel,1951,40,1
2537,0,south east,None,1921,70,0
2538,1,south east,None,1921,69,0
2539,0,south east,None,1946,45,1
2540,1,south east,None,1946,45,1
2541,0,south east,GCSE/CSE/OLevel,1960,30,0
2542,1,south east,GCSE/CSE/OLevel,1962,29,0
2543,1,south east,None,1909,82,0
2544,0,south east,None,1925,66,0
2545,1,south east,None,1934,57,0
2546,0,south east,None,1938,53,0
2547,1,south east,GCSE/CSE/OLevel,1946,45,0
2548,1,south east,GCSE/CSE/OLevel,1929,62,0
2549,0,south east,GCSE/CSE/OLevel,1950,41,2
2550,1,south east,None,1952,39,2
2551,0,east of england,Degree +,1937,53,0
2552,1,east of england,GCSE/CSE/OLevel,1938,53,0
2553,1,east of england,None,1946,45,0
2554,0,east of england,ALevel,1964,27,0
2555,0,east of england,GCSE/CSE/OLevel,1974,17,0
2556,0,east of england,ALevel,1962,29,0
2557,1,east of england,Degree +,1965,26,0
2558,1,east of england,None,1949,42,0
2559,0,east of england,ALevel,1968,23,0
2560,1,east of england,GCSE/CSE/OLevel,1972,19,0
2561,0,east of england,GCSE/CSE/OLevel,1955,36,3
2562,1,east of england,None,1950,41,3
2563,0,east of england,GCSE/CSE/OLevel,1975,16,3
2564,0,east of england,ALevel,1928,63,0
2565,1,east of england,ALevel,1940,51,0
2566,0,east of england,Degree +,1913,78,0
2567,1,east of england,None,1916,75,0
2568,0,east of england,None,1934,57,0
2569,1,east of england,Degree +,1934,57,0
2570,0,east of england,None,1912,79,0
2571,1,east of england,None,1913,78,0
2572,1,east of england,GCSE/CSE/OLevel,1943,48,0
2573,0,east of england,GCSE/CSE/OLevel,1954,37,1
2574,1,east of england,GCSE/CSE/OLevel,1971,20,1
2575,0,east of england,GCSE/CSE/OLevel,1909,82,0
2576,0,east of england,ALevel,1952,39,3
2577,1,east of england,GCSE/CSE/OLevel,1955,36,3
2578,0,east of england,None,1960,31,0
2579,1,east of england,None,1959,32,0
2580,0,east of england,None,1930,61,0
2581,1,east of england,None,1932,59,0
2582,1,east of england,None,1901,90,0
2583,0,east of england,GCSE/CSE/OLevel,1938,53,0
2584,1,east of england,GCSE/CSE/OLevel,1941,50,0
2585,0,east of england,GCSE/CSE/OLevel,1971,20,0
2586,1,east of england,GCSE/CSE/OLevel,1972,19,0
2587,1,east of england,None,1927,64,0
2588,1,east of england,None,1963,27,1
2589,0,east of england,Degree +,1952,39,3
2590,1,east of england,GCSE/CSE/OLevel,1954,37,3
2591,0,east of england,None,1958,33,0
2592,1,east of england,GCSE/CSE/OLevel,1969,22,0
2593,1,south east,GCSE/CSE/OLevel,1970,21,0
2594,0,south east,None,1966,25,0
2595,0,south east,ALevel,1956,35,2
2596,1,south east,None,1957,34,2
2597,1,south east,GCSE/CSE/OLevel,1974,16,2
2598,0,south east,Degree +,1946,45,1
2599,1,south east,GCSE/CSE/OLevel,1947,44,1
2600,1,south east,GCSE/CSE/OLevel,1975,16,1
2601,0,south east,None,1924,67,0
2602,1,south east,None,1932,59,0
2603,1,south east,None,1926,65,0
2604,0,south east,None,1927,64,0
2605,0,south east,None,1908,83,0
2606,1,south east,None,1912,79,0
2607,1,south east,None,1926,65,0
2608,1,south east,None,1918,73,0
2609,0,south east,None,1950,41,1
2610,1,south east,None,1952,39,1
2611,0,south east,GCSE/CSE/OLevel,1914,77,0
2612,1,south east,None,1917,74,0
2613,1,south east,None,1931,60,0
2614,0,south east,GCSE/CSE/OLevel,1958,33,0
2615,1,south east,None,1946,45,0
2616,0,south east,GCSE/CSE/OLevel,1971,20,0
2617,0,south east,ALevel,1952,39,3
2618,1,south east,GCSE/CSE/OLevel,1952,39,3
2619,1,south east,None,1927,64,0
2620,0,south east,NA,1934,57,1
2621,1,south east,NA,1938,53,1
2622,0,south east,GCSE/CSE/OLevel,1960,31,1
2623,1,south east,NA,1963,28,1
2624,0,south east,NA,1972,19,1
2625,0,south east,GCSE/CSE/OLevel,1962,29,2
2626,1,south east,None,1946,45,0
2627,0,south east,GCSE/CSE/OLevel,1970,21,0
2628,1,south east,NA,1973,18,0
2629,1,south east,None,1906,85,0
2630,1,south east,ALevel,1968,23,0
2631,0,south east,Degree +,1969,22,0
2632,0,south east,GCSE/CSE/OLevel,1971,20,0
2633,1,south east,NA,1969,22,0
2634,0,south east,GCSE/CSE/OLevel,1953,38,2
2635,1,south east,ALevel,1955,36,2
2636,1,south east,None,1954,37,1
2637,0,east of england,GCSE/CSE/OLevel,1966,25,2
2638,1,east of england,GCSE/CSE/OLevel,1968,23,2
2639,1,east of england,None,1916,75,0
2640,0,east of england,GCSE/CSE/OLevel,1966,24,0
2641,1,east of england,GCSE/CSE/OLevel,1971,20,0
2642,0,east of england,None,1967,24,0
2643,0,east of england,GCSE/CSE/OLevel,1929,62,0
2644,1,east of england,None,1937,54,0
2645,1,east of england,None,1913,78,0
2646,0,east of england,None,1920,71,0
2647,1,east of england,None,1914,77,0
2648,1,east of england,None,1924,66,0
2649,0,east of england,None,1936,55,0
2650,0,east of england,GCSE/CSE/OLevel,1959,32,0
2651,0,east of england,None,1939,52,6
2652,1,east of england,NA,1952,39,6
2653,0,east of england,GCSE/CSE/OLevel,1975,16,6
2654,0,east of england,None,1942,49,4
2655,1,east of england,NA,1952,39,4
2656,0,east of england,GCSE/CSE/OLevel,1973,18,4
2657,0,east of england,GCSE/CSE/OLevel,1966,25,0
2658,0,east of england,None,1964,27,1
2659,1,east of england,None,1952,39,1
2660,0,south east,GCSE/CSE/OLevel,1943,48,0
2661,1,south east,None,1953,38,0
2662,1,south east,GCSE/CSE/OLevel,1966,25,1
2663,1,south east,Degree +,1928,63,0
2664,0,south east,None,1927,64,0
2665,1,south east,None,1928,63,0
2666,1,south east,GCSE/CSE/OLevel,1932,59,0
2667,1,south east,GCSE/CSE/OLevel,1952,39,1
2668,0,south east,ALevel,1970,21,0
2669,0,south east,ALevel,1969,22,0
2670,0,south east,ALevel,1970,20,0
2671,0,south east,ALevel,1959,32,0
2672,0,south east,ALevel,1968,23,0
2673,1,south east,GCSE/CSE/OLevel,1970,21,1
2674,0,south east,ALevel,1970,21,1
2675,1,south east,GCSE/CSE/OLevel,1959,32,3
2676,1,south east,GCSE/CSE/OLevel,1960,31,2
2677,0,south east,ALevel,1964,27,2
2678,0,south east,ALevel,1957,34,1
2679,1,south east,ALevel,1958,32,1
2680,1,south east,None,1962,29,3
2681,1,south east,None,1942,49,2
2682,0,south east,ALevel,1952,39,2
2683,1,south east,GCSE/CSE/OLevel,1953,38,2
2684,1,south east,GCSE/CSE/OLevel,1956,35,0
2685,0,south east,Degree +,1959,32,0
2686,1,south east,GCSE/CSE/OLevel,1943,48,0
2687,1,south east,None,1914,77,0
2688,0,south east,ALevel,1961,30,0
2689,0,east of england,GCSE/CSE/OLevel,1960,31,0
2690,1,east of england,ALevel,1964,27,0
2691,1,east of england,None,1940,51,0
2692,0,east of england,None,1941,50,0
2693,0,east of england,None,1942,49,0
2694,0,east of england,None,1944,47,0
2695,1,east of england,None,1947,44,0
2696,0,east of england,ALevel,1970,21,0
2697,1,east of england,None,1945,46,0
2698,1,east of england,None,1915,75,0
2699,0,east of england,None,1948,42,0
2700,0,east of england,None,1902,89,0
2701,1,east of england,None,1913,78,0
2702,0,east of england,GCSE/CSE/OLevel,1962,29,2
2703,1,east of england,ALevel,1967,24,2
2704,0,east of england,ALevel,1952,39,2
2705,1,east of england,None,1958,33,2
2706,0,east of england,None,1940,51,1
2707,1,east of england,None,1945,46,1
2708,0,east of england,None,1933,58,0
2709,1,east of england,None,1928,62,0
2710,0,east of england,ALevel,1947,44,1
2711,0,east of england,GCSE/CSE/OLevel,1974,17,1
2712,0,east of england,GCSE/CSE/OLevel,1949,42,0
2713,1,east of england,ALevel,1961,30,0
2714,1,east of england,GCSE/CSE/OLevel,1969,22,0
2715,1,east of england,GCSE/CSE/OLevel,1961,30,0
2716,0,east of england,Degree +,1939,52,0
2717,1,east of england,GCSE/CSE/OLevel,1941,50,0
2718,0,east of england,ALevel,1965,26,0
2719,0,east of england,GCSE/CSE/OLevel,1962,29,2
2720,1,east of england,GCSE/CSE/OLevel,1962,29,2
2721,0,east of england,GCSE/CSE/OLevel,1947,44,0
2722,1,east of england,GCSE/CSE/OLevel,1948,43,0
2723,1,east of england,ALevel,1972,18,0
2724,1,south east,None,1914,77,0
2725,0,south east,ALevel,1958,33,1
2726,1,south east,GCSE/CSE/OLevel,1963,28,1
2727,0,south east,ALevel,1954,37,2
2728,1,south east,GCSE/CSE/OLevel,1960,31,2
2729,0,south east,Degree +,1959,31,1
2730,1,south east,None,1960,31,1
2731,0,south east,None,1944,47,0
2732,1,south east,None,1946,45,0
2733,0,south east,ALevel,1962,29,0
2734,1,south east,GCSE/CSE/OLevel,1964,27,0
2735,1,south east,None,1956,35,2
2736,0,south east,GCSE/CSE/OLevel,1957,34,2
2737,0,south east,None,1931,60,1
2738,1,south east,None,1952,39,1
2739,1,south east,GCSE/CSE/OLevel,1957,34,2
2740,0,south east,GCSE/CSE/OLevel,1945,45,0
2741,1,south east,None,1950,40,0
2742,0,south east,None,1974,17,0
2743,1,south east,None,1953,37,2
2744,0,south east,ALevel,1947,44,0
2745,1,south east,GCSE/CSE/OLevel,1910,81,0
2746,1,south east,None,1925,66,0
2747,0,south east,NA,1925,66,0
2748,1,south east,GCSE/CSE/OLevel,1953,38,2
2749,0,south east,NA,1953,38,2
2750,1,south east,None,1963,28,2
2751,0,south east,None,1934,57,0
2752,1,south east,None,1938,53,0
2753,0,south east,None,1905,86,0
2754,1,south east,None,1909,82,0
2755,1,south east,GCSE/CSE/OLevel,1956,35,0
2756,0,south east,ALevel,1948,43,0
2757,0,south east,GCSE/CSE/OLevel,1964,27,0
2758,1,south east,GCSE/CSE/OLevel,1966,25,0
2759,1,south east,None,1954,37,2
2760,0,south east,ALevel,1958,33,2
2761,1,south east,None,1922,69,0
2762,0,south east,None,1925,66,0
2763,1,south east,None,1950,41,0
2764,0,south east,GCSE/CSE/OLevel,1966,25,0
2765,1,south east,NA,1971,20,0
2766,0,south east,GCSE/CSE/OLevel,1974,17,0
2767,0,south east,NA,1940,51,0
2768,1,south east,None,1955,35,2
2769,0,south east,None,1941,50,0
2770,1,south east,None,1959,32,0
2771,1,south east,None,1936,58,0
2772,1,south east,ALevel,1972,19,0
2773,1,south east,None,1964,27,2
2774,0,south east,GCSE/CSE/OLevel,1956,35,0
2775,1,south east,GCSE/CSE/OLevel,1972,19,0
2776,1,south east,GCSE/CSE/OLevel,1955,36,2
2777,1,south east,GCSE/CSE/OLevel,1957,34,1
2778,0,south east,NA,1946,45,1
2779,1,south east,ALevel,1950,41,1
2780,1,south east,GCSE/CSE/OLevel,1972,19,1
2781,0,south east,GCSE/CSE/OLevel,1975,16,1
2782,0,south east,None,1957,34,3
2783,1,south east,NA,1970,21,3
2784,1,south east,None,1913,78,0
2785,0,south east,GCSE/CSE/OLevel,1953,38,3
2786,1,south east,None,1955,36,3
2787,0,south east,None,1943,48,2
2788,1,south east,NA,1961,30,2
2789,0,south east,None,1928,63,0
2790,1,south east,NA,1931,60,0
2791,0,south east,None,1958,33,4
2792,1,south east,NA,1959,32,4
2793,1,south east,None,1940,51,0
2794,1,south east,ALevel,1972,19,0
2795,1,south east,GCSE/CSE/OLevel,1974,17,0
2796,0,south east,None,1940,51,0
2797,1,south east,None,1943,48,0
2798,1,south east,None,1925,66,0
2799,0,south east,None,1906,85,0
2800,0,south east,None,1961,30,2
2801,1,south east,None,1965,26,2
2802,0,south east,Degree +,1928,63,0
2803,1,south east,NA,1931,60,0
2804,1,south east,None,1924,67,0
2805,0,south east,None,1959,32,2
